key,screens,English,Hindi,Hinglish,audit flags,review status
planner_duplicate_topic,SyllabusSubjectsScreen,You already have a topic called “%1$s”. Add it again?,“%1$s” नाम का टॉपिक पहले से है। फिर भी जोड़ें?,“%1$s” naam ka topic pehle se hai. phir bhi jodein?,,Needs human review
planner_edit_named,SavedSyllabusPickerStep,Edit %1$s,%1$s edit करें,%1$s edit karein,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_edit_revision_schedule,RevisionTopicCard,Edit revision schedule,Revision schedule बदलें,Revision schedule badlein,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_empty_plan_body,StudyPlannerScreen,Plan an exam and it will appear here.,"एग्ज़ाम प्लान करें, वह यहाँ दिखेगा।","exam plan karein, woh yahan dikhega.",,Needs human review
planner_enter_exam_name,StudyPlannerScreen,Enter an exam name,Exam का नाम लिखें,Exam ka naam likhein,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_exam_date_updated,RescheduleFlowSheet,Exam date updated — let’s re-plan,Exam date बदल गई — plan फिर बनाते हैं,Exam date badla gayi — plan phir banate hain,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_exam_day,CalendarTab,Exam day,Exam का दिन,Exam ka din,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_exam_label,InsightsMomentumWidgets,Exam · %1$s,Exam · %1$s,Exam · %1$s,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_exam_name,StudyPlannerScreen,Exam name,Exam का नाम,Exam ka naam,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_exam_renamed,StudyPlannerViewModel,Exam renamed,एग्ज़ाम का नाम बदल गया,exam ka naam badla gaya,,Needs human review
planner_export_pdf,PlanTabV2Components,Export PDF,PDF export करें,PDF export karein,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_few_details,PlanSettingsStep,A few details,कुछ details,kuch details,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_finish_label,InsightsMomentumWidgets,Finish · %1$s,पूरा · %1$s,poora · %1$s,,Needs human review
planner_go_by_difficulty,ChapterRatingStep,Go by how hard it is,Difficulty के हिसाब से,Difficulty ke hisaab se,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_go_to_syllabus,PlanTabScreen,Go to Syllabus,Syllabus पर जाएँ,Syllabus par jaayein,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_goal_pace_late,InsightsMomentumWidgets,"Even with your daily goal, you may finish about %1$d days after the exam.",Daily goal पूरा करने पर भी exam के करीब %1$d दिन बाद पूरा हो सकता है।,Daily goal poora karne par bhi exam ke kareeb %1$d din baad poora ho sakta hai.,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_goal_per_day,PlanPreviewStep,Goal / day,रोज़ का goal,roz ka goal,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_how_many_reviews,RevisionScheduleSheet,How many reviews?,कितनी बार review करना है?,kitni baar review karna hai?,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_if_daily_goal,InsightsMomentumWidgets,If you complete your daily goal,अगर daily goal पूरा करते हैं,agar daily goal poora karte hain,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_in_my_order,MixedBagSubjectPickerStep; RescheduleFlowSheet,In my order,मेरे order में,mere order mein,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_keep_going_notification,StudyPlannerViewModel,"You\'ve got this, keep going!","आप कर सकते हैं, चलते रहिए!","aap kar sakte hain, chalte rahiye!",,Needs human review
planner_last_review,RevisionScheduleSheet,Last review: %1$s,आखिरी review: %1$s,akhiri review: %1$s,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_lets_setup,PlanTabScreen,Let’s set up your plan,चलिए plan setup करते हैं,chaliye plan setup karte hain,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_looks_correct,PasteSyllabusStep,Looks correct,सब सही है,Looks correct,,Needs human review
planner_looks_good,PlanPreviewStep,Looks good,सही लग रहा है,Looks good,,Needs human review
planner_make_new_dates,PlanTabV2Components; SyllabusSubjectsScreen,Create new study dates,नई study dates बनाएँ,nai study dates banayein,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_make_new_dates_question,SyllabusSubjectsScreen,Create new study dates?,नई study dates बनाएँ?,nai study dates banayein?,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_manual_order_body,PlanTabV2Components,You chose Manual mode. Set the order you want to study these subjects; topics will follow this order one subject at a time.,आपने Manual mode चुना है। Subjects का study order सेट करें; topics इसी order में एक-एक subject करके आएँगे।,apne Manual mode chuna hai. Subjects ka study order set karein; topics isi order mein ek-ek subject karke aemge.,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_mark_topic_as,PlanTabScreen,Mark this topic as…,इस topic को क्या mark करें?,is topic ko kya mark karein?,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_mark_topics_revision,InsightsMomentumWidgets,Mark topics to revise. They’ll show up here.,Topics को revise mark करें। वे यहाँ दिखेंगे।,Topics ko revise mark karein. ve yahan dikhenge.,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_may_not_finish,InsightsMomentumWidgets,You may not finish the whole syllabus before the exam,Exam से पहले पूरा syllabus शायद खत्म न हो,Exam se pehle poora syllabus shayad khatam na ho,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_missed,CalendarTab,Missed,छूट गया,chhoot gaya,,Needs human review
planner_missed_restored,StudyPlannerViewModel,Missed topics restored,छूटे हुए टॉपिक्स वापस आ गए,chhoote hue topics wapas a gaye,,Needs human review
planner_mix_together,MixedBagSubjectPickerStep; RescheduleFlowSheet,Mix them together,सबको mix करें,sabako mix karein,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_mixed_bag,PlanSettingsStep; RescheduleFlowSheet,Mixed Bag,Mixed Bag,Mixed Bag,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_mixed_bag_body,RescheduleFlowSheet,"Rotate subjects and, if you want, give tougher ones daily priority.",Subjects rotate करें और चाहें तो tough subjects को रोज़ priority दें।,Subjects rotate karein aur chahein to tough subjects ko roz priority dein.,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_mixed_bag_option_body,PlanSettingsStep,Tackle your hardest subjects first.,सबसे tough subjects पहले करें।,sabse tough subjects pehle karein.,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_mixed_bag_option_info,PlanSettingsStep,Pick your 2–3 hardest subjects. They’ll be scheduled first in your chosen order; the others begin after that.,अपने 2–3 सबसे tough subjects चुनें। वे आपके चुने order में पहले schedule होंगे; फिर बाकी शुरू होंगे।,apne 2–3 sabse tough subjects chunein. ve aapke chune order mein pehle schedule honge; phir baaki shuru honge.,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_move_to_today,PlanTabV2Components,Move to today,आज में move करें,aaj mein move karein,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_move_topic_today_question,PlanTabV2Components,Move this topic to today?,यह topic आज में move करें?,yeh topic aaj mein move karein?,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_my_rest_days,StudyPlannerScreen,My rest days,मेरे rest days,My rest days,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_my_rest_days_upper,PlanRestDaysRow,MY REST DAYS,मेरे REST DAYS,MY REST DAYS,Latin text in Hindi: inspect names/technical terms,Needs human review
planner_name_already_used,SyllabusSubjectsScreen,That name is already used,यह नाम पहले से इस्तेमाल हुआ है,yeh naam pehle se istemal hua hai,,Needs human review
planner_new_dates_help,SyllabusSubjectsScreen,Give new dates using your latest changes.,अपने नए बदलावों के हिसाब से नई तारीखें दें।,apne naye badalavom ke hisaab se nai dates dein.,,Needs human review
planner_new_plan,StudyPlannerScreen,New plan,नया plan,New plan,Latin text in Hindi: inspect names/technical terms,Needs human review
